gutenberg id,title,authors
3734,Tom Swift in the Caves of Ice,"frozenset({'Appleton, Victor'})"
37350,The Ancestry of Modern Amphibia: A Review of the Evidence,"frozenset({'Eaton, Theodore H. (Theodore Hildreth)'})"
37351,Contemporary Socialism,"frozenset({'Rae, John'})"
37355,"Pray You, Sir, Whose Daughter?","frozenset({'Gardener, Helen H. (Helen Hamilton)'})"
37356,Sex = Love,"frozenset({'Carpenter, Edward'})"
37357,Annie o' the Banks o' Dee,"frozenset({'Stables, Gordon'})"
37358,Determinism or Free-Will?,"frozenset({'Cohen, Chapman'})"
37359,Motor Truck Logging Methods,"frozenset({'Knapp, Frederick Malcolm'})"
3735,The Inspector-General,"frozenset({'Gogol, Nikolai Vasilevich'})"
37360,Object: matrimony,"frozenset({'Glass, Montague'})"
37361,Pan Michael,"frozenset({'Sienkiewicz, Henryk'})"
37362,Beautiful Bulbous Plants,"frozenset({'Weathers, John'})"
37363,Making Up with Mr. Dog,"frozenset({'Paine, Albert Bigelow'})"
37364,The Second Jungle Book,"frozenset({'Kipling, Rudyard'})"
37365,Sonnets and Other Verse,"frozenset({'MacKeracher, William M. (William Mackay)'})"
37366,Vacation Verse,"frozenset({'MacKeracher, William M. (William Mackay)'})"
37367,Verses of Feeling and Fancy,"frozenset({'MacKeracher, William M. (William Mackay)'})"
37368,The Right to Privacy,"frozenset({'Warren, Samuel D. (Samuel Dennis)', 'Brandeis, Louis Dembitz'})"
37369,"Rob of the Bowl, Vol. I (of 2)","frozenset({'Kennedy, John Pendleton'})"
3736,"A Far Country, Book 1","frozenset({'Churchill, Winston'})"
37370,The Relations of Science and Religion,"frozenset({'Calderwood, Henry'})"
37371,The Triumph of Music,"frozenset({'Cawein, Madison Julius'})"
37372,In the Russian Ranks,"frozenset({'Morse, John'})"
37373,Indian Scout Talks,"frozenset({'Eastman, Charles A.'})"
37374,The True Story of my Parliamentary Struggle,"frozenset({'Bradlaugh, Charles'})"
37375,Legends of the North; The Guidman O' Inglismill and The Fairy Bride,"frozenset({'Buchan, Patrick'})"
37376,Wang the Ninth,"frozenset({'Putnam Weale, B. L. (Bertram Lenox)'})"
37378,The Secret Toll,"frozenset({'Thorne, Mabel', 'Thorne, Paul'})"
37379,"Notes and Queries, Number 84, June 7, 1851",frozenset({'Various'})
3737,"A Far Country, Book 2","frozenset({'Churchill, Winston'})"
37380,The Student's Mythology,"frozenset({'White, Catherine Ann'})"
37381,Snowdrop and Other Tales,"frozenset({'Grimm, Wilhelm', 'Grimm, Jacob'})"
37383,The Argentine Republic,frozenset({'Anonymous'})
37385,Embryology,"frozenset({'Leighton, Gerald R. (Gerald Rowley)'})"
37386,Cultus Arborum,frozenset({'Anonymous'})
37387,Letters to Severall Persons of Honour,"frozenset({'Donne, John'})"
37388,Tobacco Leaves,"frozenset({'Brennan, William Augustine'})"
37389,Chlorination of Water,"frozenset({'Race, Joseph'})"
3738,"A Far Country, Book 3","frozenset({'Churchill, Winston'})"
37390,My Memoirs,"frozenset({'Steinheil, Marguerite'})"
37391,Burning of the Brooklyn Theatre,frozenset({'Anonymous'})
37392,'Green Balls',"frozenset({'Bewsher, Paul'})"
37394,Fifty Years of Golf,"frozenset({'Hutchinson, Horace G. (Horace Gordon)'})"
37396,The Strange Story Book,"frozenset({'Lang, Mrs.'})"
37398,Edgar Saltus: The Man,"frozenset({'Saltus, Marie'})"
37399,The Executioner's Knife,"frozenset({'Sue, Eugène'})"
3739,"A Far Country, Complete","frozenset({'Churchill, Winston'})"
373,Lay Morals,"frozenset({'Stevenson, Robert Louis'})"
37400,The Travels and Adventures of James Massey,"frozenset({'Tyssot de Patot, Simon'})"
37403,"Notes and Queries, Number 85, June 14, 1851",frozenset({'Various'})
37405,A Maid at King Alfred's Court,"frozenset({'Madison, Lucy Foster'})"
37406,On the Field of Glory,"frozenset({'Sienkiewicz, Henryk'})"
37407,William Blake,"frozenset({'Langridge, Irene'})"
37408,The Rising Tide of Color Against White World-Supremacy,"frozenset({'Stoddard, Lothrop'})"
37409,Louis XIV and La Grande Mademoiselle,"frozenset({'Barine, Arvède'})"
3740,The Project Gutenberg Memoirs of Napoleon Bonaparte,frozenset({'Various'})
37410,Masters of French Music,"frozenset({'Hervey, Arthur'})"
37411,A Primer of Assyriology,"frozenset({'Sayce, A. H. (Archibald Henry)'})"
37413,The Duke Decides,"frozenset({'Hill, Headon'})"
37414,The World Turned Upside Down,"frozenset({'Clayton, Ellen C. (Ellen Creathorne)'})"
37415,Trumpeter Fred,"frozenset({'King, Charles'})"
37416,The Princess of Bagdad,"frozenset({'Dumas, Alexandre'})"
37418,Palm Tree Island,"frozenset({'Strang, Herbert'})"
37419,Simon Eichelkatz; The Patriarch,"frozenset({'Frank, Ulrich'})"
3741,"The Writings of Thomas Paine, Vol. I","frozenset({'Paine, Thomas'})"
37420,Paint Technology and Tests,"frozenset({'Gardner, Henry A. (Henry Alfred)'})"
37421,The Life and Times of Kateri Tekakwitha,"frozenset({'Walworth, Ellen H. (Ellen Hardin)'})"
37422,The Life and Death of Doctor Faustus Made into a Farce,"frozenset({'Mountfort, William', 'Marlowe, Christopher'})"
37423,How We Think,"frozenset({'Dewey, John'})"
37424,Views and Reviews,"frozenset({'James, Henry'})"
37425,Within the Rim and Other Essays,"frozenset({'James, Henry'})"
37426,Whirlpools,"frozenset({'Sienkiewicz, Henryk'})"
37427,"Scientific Culture, and Other Essays","frozenset({'Cooke, Josiah P., Jr. (Josiah Parsons)'})"
37429,Polly and Her Friends Abroad,"frozenset({'Roy, Lillian Elizabeth'})"
3742,"The Writings of Thomas Paine, Volume II","frozenset({'Paine, Thomas'})"
37430,The Sin of Monsieur Pettipon,"frozenset({'Connell, Richard Edward'})"
37431,"Pride and Prejudice, a play","frozenset({'Austen, Jane', 'MacKaye, Steele, Mrs.'})"
37432,Short Stories of the New America,frozenset()
37433,The Motor Maids Across the Continent,"frozenset({'Stokes, Katherine'})"
37434,The Motor Maids' School Days,"frozenset({'Stokes, Katherine'})"
37437,The Wanderer (Volume 1 of 5),"frozenset({'Burney, Fanny'})"
37438,The Wanderer (Volume 2 of 5),"frozenset({'Burney, Fanny'})"
37439,The Wanderer (Volume 3 of 5),"frozenset({'Burney, Fanny'})"
3743,"The Writings of Thomas Paine, Volume IV.","frozenset({'Paine, Thomas'})"
37440,The Wanderer (Volume 4 of 5),"frozenset({'Burney, Fanny'})"
37441,The Wanderer (Volume 5 of 5),"frozenset({'Burney, Fanny'})"
37443,The Fascinating Boston,"frozenset({'Sheafe, Alfonso Josephs'})"
37444,Cookery for Little Girls,"frozenset({'Foster, Olive Hyde'})"
37445,The Lady and Her Horse,"frozenset({'Jenkins, T. A.'})"
37446,King Lear's Wife; The Crier by Night; The Riding to Lithend; Midsummer-Eve; Laodice and Danae,"frozenset({'Bottomley, Gordon'})"
37447,Hand-Craft,"frozenset({'Sutcliffe, John D.'})"
37448,Comet's Burial,"frozenset({'Gallun, Raymond Z.'})"
37449,Puppets at Large,"frozenset({'Anstey, F.'})"
3744,The Trial,"frozenset({'Yonge, Charlotte M. (Charlotte Mary)'})"
37450,Aspects of Reproduction and Development in the Prairie Vole (Microtus ochrogaster),"frozenset({'Fitch, Henry S. (Henry Sheldon)'})"
37451,Rough-Hewn,"frozenset({'Fisher, Dorothy Canfield'})"
37452,"The Poetical Works of Elizabeth Barrett Browning, Vol. I","frozenset({'Browning, Elizabeth Barrett'})"
37453,The Barber of Paris,"frozenset({'Kock, Paul de'})"
37454,The Automobile Girls Along the Hudson,"frozenset({'Crane, Laura Dent'})"
37455,The Rainbow Book Tales of Fun & Fancy,"frozenset({'Spielmann, M. H. (Mabel Henrietta)'})"
37456,Cycling and Shooting Knickerbocker Stockings,"frozenset({'Ryder, H. P.'})"
37457,Canada: Its Postage Stamps and Postal Stationery,"frozenset({'Howes, Clifton A. (Clifton Armstrong)'})"
37458,Natalie: A Garden Scout,"frozenset({'Roy, Lillian Elizabeth'})"
37459,Polly in New York,"frozenset({'Roy, Lillian Elizabeth'})"
3745,The Road to Providence,"frozenset({'Daviess, Maria Thompson'})"
37460,Blackie & Sons Catalogue - 1891,frozenset({'Blackie & Son'})
37461,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 6",frozenset({'Various'})
37462,Boating,"frozenset({'Woodgate, Walter Bradford'})"
37463,The Builders,"frozenset({'Glasgow, Ellen Anderson Gholson'})"
37464,Bluebeard,"frozenset({'Johnson, Clifton'})"
37465,"Punch, or the London Charivari, Vol. 93, November 5, 1887",frozenset({'Various'})
37466,Lost in the Canyon,"frozenset({'Calhoun, A. R. (Alfred Rochefort)'})"
37467,Daisy Thornton,"frozenset({'Holmes, Mary Jane'})"
37469,"Some Imagist Poets, 1916","frozenset({'Aldington, Richard', 'Flint, F. S. (Frank Stewart)', 'H. D. (Hilda Doolittle)', 'Fletcher, John Gould', 'Lawrence, D. H. (David Herbert)', 'Lowell, Amy'})"
3746,The Judgment House,"frozenset({'Parker, Gilbert'})"
37470,The Great War in England in 1897,"frozenset({'Le Queux, William'})"
37471,Mind Amongst the Spindles,frozenset()
37472,Zanzibar Tales,frozenset()
37475,Turkey,"frozenset({'Van Millingen, Julius R.'})"
37476,Jessie Graham,"frozenset({'Holmes, Mary Jane'})"
37477,Taking Chances,"frozenset({'Cullen, Clarence Louis'})"
37478,The Prose Writings of Heinrich Heine,"frozenset({'Heine, Heinrich'})"
37479,The Debit Account,"frozenset({'Onions, Oliver'})"
37480,Campaigning with Crook and Stories of Army Life,"frozenset({'King, Charles'})"
37481,The Tangled Skein,"frozenset({'Orczy, Emmuska Orczy, Baroness'})"
37482,The Postmaster,"frozenset({'Lincoln, Joseph Crosby'})"
37483,Sequoia [California] National Park,frozenset({'United States. Department of the Interior'})
37484,"The Strand Magazine, Volume XXVII, Issue 160, April, 1904",frozenset({'Various'})
37485,Boy Scouts in Glacier Park,"frozenset({'Eaton, Walter Prichard'})"
37486,The Outdoor Chums on the Lake,"frozenset({'Allen, Quincy'})"
37487,Boy Scouts in the Northwest,"frozenset({'Ralphson, G. Harvey (George Harvey)'})"
37488,Asgard Stories,"frozenset({'Foster, Mary H.', 'Cummings, Mabel H.'})"
37489,"An Historical Narrative of the Great and Terrible Fire of London, Sept. 2nd 1666","frozenset({'Harvey, Gideon'})"
3748,A Journey to the Interior of the Earth,"frozenset({'Verne, Jules'})"
37490,The Gray Phantom's Return,"frozenset({'Landon, Herman'})"
37492,The Chalice Of Courage,"frozenset({'Brady, Cyrus Townsend'})"
37493,Fast Nine,"frozenset({'Douglas, Alan, Captain'})"
37494,The Gospel According To Peter,"frozenset({'Cassels, Walter Richard'})"
37495,"Text books of Art Education, v. 2 of 7","frozenset({'Snow, Bonnie E.', 'Froehlich, Hugo B.'})"
37496,"Notes and Queries, Vol. III, Number 86, June 21, 1851",frozenset({'Various'})
37497,The Tour,"frozenset({'Couperus, Louis'})"
37498,Stories of Old Kentucky,"frozenset({'Purcell, Martha C. Grassham, Mrs.'})"
37499,Napoleon's Letters to Josephine,"frozenset({'Napoleon I, Emperor of the French'})"
3749,Widger's Quotations from The Confessions of J. J. Rousseau,"frozenset({'Rousseau, Jean-Jacques'})"
374,Fantastic Fables,"frozenset({'Bierce, Ambrose'})"
37501,In Answer to Prayer,"frozenset({'Cuyler, Theodore L. (Theodore Ledyard)', 'Knox-Little, W. J. (William John)', 'Carpenter, William Boyd', 'Quarrier, William', 'Maclaren, Ian'})"
37502,"Climbing in The British Isles, Vol. II","frozenset({'Hart, Henry Chichester', 'Haskett Smith, W. P. (Walter Parry)'})"
37503,Gammer Gurton's Needle,frozenset()
37504,IBM System 360 RPG Debugging Template and Keypunch Card,frozenset({'Anonymous'})
37505,"A Short Narrative of the Life and Actions of His Grace John, D. of Marlborogh","frozenset({'Defoe, Daniel'})"
37507,The Spaniards in Florida,"frozenset({'Fairbanks, George R. (George Rainsford)'})"
37508,The Cochineal,frozenset({'Anonymous'})
37509,The Cassowary,"frozenset({'Waterloo, Stanley'})"
3750,"Letters of Franz Liszt, Volume 2: ""From Rome to the End""","frozenset({'Liszt, Franz'})"
37510,By Trench and Trail in Song and Story,"frozenset({'Mackay, Angus'})"
37511,The Child's Story-Book,frozenset({'Anonymous'})
37512,"A Revision of Snakes of the Genus Conophis (Family Colubridae, from Middle America)","frozenset({'Wellman, John'})"
37513,Spencer's Philosophy of Science,"frozenset({'Morgan, C. Lloyd (Conwy Lloyd)'})"
37514,Jemima Placid,"frozenset({'Kilner, Mary Ann'})"
37515,In a Mysterious Way,"frozenset({'Warner, Anne'})"
37516,"Notes and Queries, Vol. III, Number 87, June 28, 1851",frozenset({'Various'})
37517,The Notorious Impostor and Diego Redivivus,"frozenset({'Settle, Elkanah'})"
37518,The Butterflys' Ball,frozenset({'Anonymous'})
37519,Curiousities of Great Britain: England and Wales Delineated Vol. 1,"frozenset({'Dugdale, Thomas'})"
3751,The Psychology of Beauty,"frozenset({'Howes, Ethel Puffer'})"
37520,Surnames as a Science,"frozenset({'Ferguson, Robert'})"
37521,The Broken Bough,frozenset({'Anonymous'})
37523,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 7",frozenset({'Various'})
37527,Sermons,"frozenset({'Lightfoot, J. B. (Joseph Barber)'})"
37528,Quick Action,"frozenset({'Chambers, Robert W. (Robert William)'})"
37529,The Adventures of Puss in Boots,frozenset({'Anonymous'})
3752,Voyager's Tales,"frozenset({'Hakluyt, Richard'})"
37530,The Story of an Ostrich,"frozenset({'Potter, I. J.'})"
37531,Theology and the Social Consciousness,"frozenset({'King, Henry Churchill'})"
37532,The Scottish Fairy Book,"frozenset({'Grierson, Elizabeth W. (Elizabeth Wilson)'})"
37533,Bungay Castle: A Novel. v. 1/2,"frozenset({'Bonhote, Mrs. (Elizabeth)'})"
37535,History of the Washington National Monument and of the Washington National Monument Society,"frozenset({'Harvey, Frederick L. (Frederick Loviad)'})"
37536,The House of the Dead or Prison Life in Siberia,"frozenset({'Dostoyevsky, Fyodor'})"
37537,San Francisco in Ruins,frozenset()
37538,Southern War Songs,frozenset()
37539,The International Jew,frozenset({'Anonymous'})
3753,"Peacock Pie, A Book of Rhymes","frozenset({'De la Mare, Walter'})"
37540,The Hearth-Stone,"frozenset({'Osgood, Samuel'})"
37542,Watt's Songs Against Evil,"frozenset({'Watts, Isaac'})"
37543,Watt's Songs Against Faults,"frozenset({'Watts, Isaac'})"
37545,"""Persons Unknown""","frozenset({'Tracy, Virginia'})"
37546,The Female Wits,frozenset({'Anonymous'})
37547,The Fairies and the Christmas Child,"frozenset({'Gask, Lilian'})"
37548,"Notes and Queries, Vol. IV, Number 88, July 5, 1851",frozenset({'Various'})
37549,The Beauty,"frozenset({'Woodrow, Wilson, Mrs.'})"
3754,The Wonders of Instinct,"frozenset({'Fabre, Jean-Henri'})"
37550,Campaign of the Fourteenth Regiment New Jersey Volunteers,"frozenset({'Terrill, J. Newton (John Newton)'})"
37551,Ann Boyd,"frozenset({'Harben, Will N. (Will Nathaniel)'})"
37552,"The pragmatic theory of truth as developed by Peirce, James, and Dewey","frozenset({'Geyer, Denton Loring'})"
37553,"Punch, or the London Charivari, Vol. 105, September 2nd, 1893",frozenset({'Various'})
37554,The Bobbsey Twins at Cedar Camp,"frozenset({'Hope, Laura Lee'})"
37556,Poems,"frozenset({'Shanks, Edward'})"
37557,Open Water,"frozenset({'Stringer, Arthur'})"
37558,"A Catalogue of Sculpture in the Department of Greek and Roman Antiquities, British Museum, Volume I (of 2)","frozenset({'Smith, A. H. (Arthur Hamilton)'})"
37559,Fern Vale (Volume 3),"frozenset({'Munro, Colin'})"
3755,Common Sense,"frozenset({'Paine, Thomas'})"
37560,"Punch, or the London Charivari, Vol. 105, September 9, 1893",frozenset({'Various'})
37561,"""That's me all over, Mable""","frozenset({'Streeter, Edward'})"
37562,Wrestling and Wrestlers:,"frozenset({'Robinson, Jacob', 'Gilpin, Sidney'})"
37563,A Man of Honor,"frozenset({'Eggleston, George Cary'})"
37564,Christ Going Up to Heaven,frozenset({'Unknown'})
37565,Psychical Miscellanea,"frozenset({'Hill, J. Arthur (John Arthur)'})"
37566,"Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz","frozenset({'Legler, John M.'})"
37568,"Notes and Queries, Vol. IV, Number 89, July 12, 1851",frozenset({'Various'})
3756,Indiscretions of Archie,"frozenset({'Wodehouse, P. G. (Pelham Grenville)'})"
37570,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume I (of 2)","frozenset({'Hamilton, Anne, Lady'})"
37571,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume II (of 2)","frozenset({'Hamilton, Anne, Lady'})"
37572,The Way of Decision,"frozenset({'Pease, M. C.'})"
37573,Pencil Sketches,"frozenset({'Leslie, Eliza'})"
37574,Great Inventions and Discoveries,"frozenset({'Piercy, Willis Duff'})"
37575,"Punch, or the London Charivari, Vol. 105, September 16th, 1893",frozenset({'Various'})
37576,The Golden Hope,"frozenset({'Fuller, Robert H. (Robert Higginson)'})"
37578,The Later Life,"frozenset({'Couperus, Louis'})"
3757,The White Bees,"frozenset({'Van Dyke, Henry'})"
37580,Catastrophe and Social Change,"frozenset({'Prince, Samuel Henry'})"
37581,The Cricket on the Hearth,"frozenset({'Dickens, Charles'})"
37582,The Coast of Adventure,"frozenset({'Bindloss, Harold'})"
37583,"The Baptist Magazine, Vol. 27, March 1835",frozenset({'Various'})
37584,A Crooked Mile,"frozenset({'Onions, Oliver'})"
37586,Women's Bathing and Swimming Costume in the United States,"frozenset({'Kidwell, Claudia Brush'})"
37587,The Katipunan,"frozenset({'St. Clair, Francis'})"
37588,The Island of Gold,"frozenset({'Stables, Gordon'})"
37589,Through Magic Glasses and Other Lectures,"frozenset({'Buckley, Arabella B. (Arabella Burton)'})"
3758,The Gates of Chance,"frozenset({'Sutphen, Van Tassel'})"
37591,Chance in Chains,"frozenset({'Thorne, Guy'})"
37592,Neuralgia and the Diseases that Resemble it,"frozenset({'Anstie, Francis Edmund'})"
37593,"Notes and Queries, Vol. IV, Number 90, July 19, 1851",frozenset({'Various'})
37595,Ecological Studies of the Timber Wolf in Northeastern Minnesota,"frozenset({'Ream, Robert R.', 'Mech, L. David', 'Winship, John W.', 'Frenzel, Louis Daniel', 'Karns, P. D.'})"
37596,American Pomology,"frozenset({'Warder, J. A. (John Aston)'})"
37597,Voces Populi,"frozenset({'Anstey, F.'})"
37598,Denis Dent,"frozenset({'Hornung, E. W. (Ernest William)'})"
37599,The Legend of the Glorious Adventures of Tyl Ulenspiegel in the land of Flanders and elsewhere,"frozenset({'Coster, Charles de'})"
3759,Fridthjof's Saga,"frozenset({'Tegnér, Esaias'})"
375,An Occurrence at Owl Creek,"frozenset({'Bierce, Ambrose'})"
37602,"A Synopsis of Neotropical Hylid Frogs, Genus Osteocephalus","frozenset({'Duellman, William Edward', 'Trueb, Linda'})"
37603,The History of the Nineteenth Century in Caricature,"frozenset({'Maurice, Arthur Bartlett', 'Cooper, Frederic Taber'})"
37606,Left to Ourselves,"frozenset({'Shaw, Catharine'})"
37607,Garden Design and Architects' Gardens,"frozenset({'Robinson, W. (William)'})"
37609,The Story of Great Inventions,"frozenset({'Burns, Elmer Ellsworth'})"
3760,Sybil,"frozenset({'Disraeli, Benjamin, Earl of Beaconsfield'})"
37610,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 8",frozenset({'Various'})
37611,Christ in the Storm,"frozenset({'Mortimer, Favell Lee'})"
37612,Bill's School and Mine,"frozenset({'Franklin, William S. (William Suddards)'})"
37613,Search-Light Letters,"frozenset({'Grant, Robert'})"
37614,Jungle Peace,"frozenset({'Beebe, William'})"
37615,Ocean to Ocean on Horseback,"frozenset({'Glazier, Willard W.'})"
37618,Queens of the French Stage,"frozenset({'Williams, H. Noel (Hugh Noel)'})"
37619,Luck at the Diamond Fields,"frozenset({'Belgrave, Dalrymple J.'})"
3761,This Country Of Ours,"frozenset({'Marshall, H. E. (Henrietta Elizabeth)'})"
37621,The Jew,"frozenset({'Kraszewski, Józef Ignacy'})"
37622,Iermola,"frozenset({'Kraszewski, Józef Ignacy'})"
37623,The Countess Cosel,"frozenset({'Kraszewski, Józef Ignacy'})"
37624,Count Bruehl,"frozenset({'Kraszewski, Józef Ignacy'})"
37625,"Our Old Home, Vol. 2","frozenset({'Hawthorne, Nathaniel'})"
37628,Servants of the Guns,"frozenset({'Jeffery, Jeffery E. (Jeffery Eardley)'})"
3762,"Coniston, Book I.","frozenset({'Churchill, Winston'})"
37631,"Memoirs of the Life of Sir Walter Scott, Volume 6","frozenset({'Lockhart, J. G. (John Gibson)'})"
37632,Journal of Entomology and Zoology,frozenset({'Various'})
37635,Victor Hugo: His Life and Works,"frozenset({'Smith, George Barnett'})"
37636,Charles Lewis Cocke,"frozenset({'Smith, William Robert Lee'})"
37638,Child of the Regiment,frozenset({'Anonymous'})
37639,"Punch, or The London Charivari, Vol. 62, January 20, 1872",frozenset({'Various'})
3763,"Coniston, Book II.","frozenset({'Churchill, Winston'})"
37640,Health,"frozenset({'Brown, John'})"
37645,Dryden's Works Vol. 3 (of 18),"frozenset({'Dryden, John'})"
37646,Forest Trees of Illinois,"frozenset({'Mattoon, Wilbur R. (Wilbur Reed)', 'Miller, Robert B. (Robert Barclay)', 'Nuuttila, E. E.', 'Fuller, George D. (George Damon)'})"
37647,The Adventures of a Country Boy at a Country Fair,"frozenset({'Otis, James'})"
37648,A Century of Emblems,"frozenset({'Cautley, George Spencer'})"
37649,Love Letters of a Violinist and Other Poems,"frozenset({'Mackay, Eric'})"
3764,"Coniston, Book III.","frozenset({'Churchill, Winston'})"
37650,An Enquiry into the Causes of the Frequent Executions at Tyburn (1725),"frozenset({'Mandeville, Bernard'})"
37651,The New Paul and Virginia,"frozenset({'Mallock, W. H. (William Hurrell)'})"
37652,The Nameless Island,"frozenset({'Westerman, Percy F. (Percy Francis)'})"
37653,"Sentiment, Inc.","frozenset({'Anderson, Poul'})"
37655,Bye-a Baby Bunting and Other Rhymes,frozenset({'Anonymous'})
37656,Thomas Hart Benton,"frozenset({'Roosevelt, Theodore'})"
37658,"A List of Kegan Paul, Trench and Co.'s Publications (1887)","frozenset({'Kegan Paul, Trench & Co.'})"
37659,Vondel's Lucifer,"frozenset({'Vondel, Joost van den'})"
3765,"Coniston, Book IV.","frozenset({'Churchill, Winston'})"
37661,The War of the Axe,"frozenset({'Groves, J. Percy (John Percy)'})"
37662,Seed Thoughts for Singers,"frozenset({'Tubbs, Frank Herbert'})"
37664,The Sins of the Children,"frozenset({'Hamilton, Cosmo'})"
37666,Report on the Cost of Living in Ireland,frozenset({'Ireland. Ministry of Economic Affairs'})
37667,Three Hours after Marriage,"frozenset({'Arbuthnot, John', 'Pope, Alexander', 'Gay, John'})"
37668,Flemish Legends,"frozenset({'Coster, Charles de'})"
37669,In the Arctic Seas,"frozenset({""M'Clintock, Francis Leopold, Sir""})"
3766,"Coniston, Complete","frozenset({'Churchill, Winston'})"
37670,Bible Stories,frozenset({'Anonymous'})
37671,The Panama Canal and its Makers,"frozenset({'Cornish, Vaughan'})"
37672,From School to Battle-field,"frozenset({'King, Charles'})"
37673,Ned Wilding's Disappearance,"frozenset({'Chapman, Allen'})"
37674,"Some Account of the Public Life of the Late Lieutenant-General Sir George Prevost, Bart.","frozenset({'Brenton, E. B.'})"
37675,Arteriosclerosis and Hypertension:,"frozenset({'Warfield, Louis M. (Louis Marshall)'})"
37676,"The History of Cuba, vol. 2","frozenset({'Johnson, Willis Fletcher'})"
37677,The Story of a Life,"frozenset({'Ellis, J. Breckenridge (John Breckenridge)'})"
37679,"Ali Baba, or the Forty Thieves",frozenset({'Unknown'})
37680,The Myrtle Reed Cook Book,"frozenset({'Reed, Myrtle'})"
37681,The Teaching of Geometry,"frozenset({'Smith, David Eugene'})"
37682,Heads of Lectures on a Course of Experimental Philosophy: Particularly Including Chemistry,"frozenset({'Priestley, Joseph'})"
37683,Chambers's Twentieth Century Dictionary (part 1 of 4: A-D),frozenset()
37684,"Forest Life and Forest Trees: comprising winter camp-life among the loggers, and wild-wood adventure.","frozenset({'Springer, John S.'})"
37685,The Brass Bottle,"frozenset({'Anstey, F.'})"
37686,"Lincoln, the Politician","frozenset({'Levy, T. Aaron'})"
37687,"The Cruise of the Land-Yacht ""Wanderer""","frozenset({'Stables, Gordon'})"
37688,A Trooper Galahad,"frozenset({'King, Charles'})"
3768,The Lamp and the Bell,"frozenset({'Millay, Edna St. Vincent'})"
37690,The Babes in the Wood,frozenset({'Anonymous'})
37691,The Travelling Companions,"frozenset({'Anstey, F.'})"
37692,Cathedral Cities of Italy,"frozenset({'Collins, W. W. (William Wiehe)'})"
37693,"Monks, Popes, and their Political Intrigues","frozenset({'Alberger, John'})"
37694,"Reason, The Only Oracle of Man","frozenset({'Allen, Ethan'})"
37695,Auricular Confession and Popish Nunneries,"frozenset({'Hogan, William'})"
37696,"Arguments Of Celsus, Porphyry, And The Emperor Julian, Against The Christians","frozenset({'Julian, Emperor of Rome', 'Celsus (Platonic philosopher), active 180', 'Porphyry', 'Tacitus, Cornelius', 'Josephus, Flavius', 'Diodorus, Siculus'})"
37697,Creed And Deed,"frozenset({'Adler, Felix'})"
37698,Dawn of the Morning,"frozenset({'Hill, Grace Livingston'})"
37699,Hell,"frozenset({'Ingersoll, Robert Green'})"
376,A Journal of the Plague Year,"frozenset({'Defoe, Daniel'})"
37700,Biblical Extracts,"frozenset({'Cooper, Robert, secularist'})"
37701,"The Life Of Thomas Paine, Vol. I. (of II)","frozenset({'Conway, Moncure Daniel'})"
37702,"The Life Of Thomas Paine, Vol. II. (of II)","frozenset({'Conway, Moncure Daniel'})"
37703,About The Holy Bible,"frozenset({'Ingersoll, Robert Green'})"
37704,An Oration On The Life And Services Of Thomas Paine,"frozenset({'Ingersoll, Robert Green'})"
37705,Popery! As it Was and as it Is,"frozenset({'Hogan, William'})"
37706,John Ronge: The Holy Coat Of Treves,"frozenset({'Ronge, Johannes', 'Anonymous'})"
37707,A Night on the Borders of the Black Forest,"frozenset({'Edwards, Amelia Ann Blanford'})"
37708,The Magic Bed,frozenset()
37709,"Leo XIII., the Great Leader","frozenset({'Doyle, A. P., Rev.'})"
3770,A Second Book of Operas,"frozenset({'Krehbiel, Henry Edward'})"
37710,Mavis of Green Hill,"frozenset({'Baldwin, Faith'})"
37711,Astronomical Lore in Chaucer,"frozenset({'Grimm, Florence M. (Florence Marie)'})"
37712,The Crime of the Congo,"frozenset({'Doyle, Arthur Conan'})"
37713,"Fishes, Flowers, and Fire as Elements and Deities in the Phallic Faiths and Worship of the Ancient Religions of Greece, Babylon,",frozenset({'Anonymous'})
37714,"Birket Foster, R.W.S.","frozenset({'Cundall, H. M. (Herbert Minton)'})"
37715,Mother Meg,"frozenset({'Shaw, Catharine'})"
37717,Trees Worth Knowing,"frozenset({'Rogers, Julia Ellen'})"
37718,Elias,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,1--**As From a Dream.** The subject of this Canto is the,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,1--**The Soul of Song.** Herein the author is represented as,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,"1--**Elect of Elohim.** Elohim, or Eloheim, the Hebrew plural","frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,1--**Night and the Wilderness.** This part of the poem is an,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,"1--**The Messenger of Morn.** The fore part of this Canto,","frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
37718,1--**From Out The Dust.** A paraphrase of Isaiah 29:4. The,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
