gutenberg id,title,authors
2082,Memoirs of the Comtesse du Barry,"frozenset({'Lamothe-Langon, Etienne-Léon, baron de'})"
20830,The Good Housekeeping Marriage Book,frozenset()
20831,Short Stories of Various Types,frozenset()
20832,Campfire Girls at Twin Lakes,"frozenset({'Francis, Stella M.'})"
20833,Exciting Adventures of Mister Robert Robin,"frozenset({'Oldfield, Reuben Bertram'})"
20834,Ruth Fielding at the War Front,"frozenset({'Emerson, Alice B.'})"
20835,"The Monctons: A Novel, Volume I","frozenset({'Moodie, Susanna'})"
20836,Ting-a-ling,"frozenset({'Stockton, Frank Richard'})"
20837,Peggy in Her Blue Frock,"frozenset({'White, Eliza Orne'})"
20838,The Infra-Medians,"frozenset({'Wright, Sewell Peaslee'})"
2083,In Search of the Castaways,"frozenset({'Verne, Jules'})"
20840,Rebel Spurs,"frozenset({'Norton, Andre'})"
20842,Dreams,"frozenset({'Bergson, Henri'})"
20843,An Estimate of the Value and Influence of Works of Fiction in Modern Times,"frozenset({'Green, Thomas Hill'})"
20844,Critical Miscellanies (Vol. 3 of 3),"frozenset({'Morley, John'})"
20845,"The Knickerbocker, or New-York Monthly Magazine, April 1844",frozenset({'Various'})
20846,Handwork in Wood,"frozenset({'Noyes, William'})"
20847,India: What can it teach us?,"frozenset({'Müller, F. Max (Friedrich Max)'})"
20848,An Elementary Study of Chemistry,"frozenset({'McPherson, William', 'Henderson, William Edwards'})"
20849,The Big Brother,"frozenset({'Eggleston, George Cary'})"
2084,The Way of All Flesh,"frozenset({'Butler, Samuel'})"
20850,Prince Prigio,"frozenset({'Lang, Andrew'})"
20851,"Character Sketches of Romance, Fiction and the Drama","frozenset({'Brewer, Ebenezer Cobham'})"
20853,Northland Heroes,"frozenset({'Holbrook, Florence'})"
20856,Ten From Infinity,"frozenset({'Fairman, Paul W.'})"
20857,Spacehounds of IPC,"frozenset({'Smith, E. E. (Edward Elmer)'})"
20859,Wandl the Invader,"frozenset({'Cummings, Ray'})"
2085,Cyropaedia,frozenset({'Xenophon'})
20860,The Butterfly's Ball and the Grasshopper's Feast,"frozenset({'Roscoe, William'})"
20861,Friendship,"frozenset({'Black, Hugh'})"
20862,Jerry's Reward,"frozenset({'Barnett, Evelyn Snead'})"
20863,Major Vigoureux,"frozenset({'Quiller-Couch, Arthur'})"
20866,"Infantry Drill Regulations, United States Army, 1911",frozenset({'United States. War Department'})
20868,Cat and Dog,"frozenset({'Maitland, Julia Charlotte'})"
20869,The Skylark of Space,"frozenset({'Garby, Lee Hawkins', 'Smith, E. E. (Edward Elmer)'})"
2086,The Slowcoach,"frozenset({'Lucas, E. V. (Edward Verrall)'})"
20870,The Motor Girls Through New England,"frozenset({'Penrose, Margaret'})"
20871,Human Foods and Their Nutritive Value,"frozenset({'Snyder, Harry'})"
20872,The Best Short Stories of 1917,frozenset()
20873,Albert Gallatin,"frozenset({'Stevens, John Austin'})"
20877,Mother West Wind's Children,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
20878,"Critical Miscellanies, Vol. I","frozenset({'Morley, John'})"
20879,"Critical Miscellanies, Vol. I","frozenset({'Morley, John'})"
2087,"The Life and Letters of Charles Darwin, Volume I (of II)","frozenset({'Darwin, Charles'})"
20880,The Story of Russia,"frozenset({'Van Bergen, R. (Robert)'})"
20885,The Promised Land,"frozenset({'Antin, Mary'})"
20887,"Critical Miscellanies, Vol. 3 (of 3)","frozenset({'Morley, John'})"
20888,The Blood of the Conquerors,"frozenset({'Fergusson, Harvey'})"
2088,"The Life and Letters of Charles Darwin, Volume II (of II)","frozenset({'Darwin, Charles'})"
20890,Bussy D'Ambois and The Revenge of Bussy D'Ambois,"frozenset({'Chapman, George'})"
20891,Itinerary of Provence and the Rhone,"frozenset({'Hughes, John'})"
20892,Manasseh,"frozenset({'Jókai, Mór'})"
20893,A Guide to Methods and Observation in History,"frozenset({'Davis, Calvin Olin'})"
20896,Carry's Rose,"frozenset({'Cupples, George, Mrs.'})"
20897,A Short History of England,"frozenset({'Chesterton, G. K. (Gilbert Keith)'})"
20898,The Galaxy Primes,"frozenset({'Smith, E. E. (Edward Elmer)'})"
20899,"The Continental Monthly , Vol. 2 No. 5,  November 1862",frozenset({'Various'})
2089,The Reception of the 'Origin of Species',"frozenset({'Huxley, Thomas Henry'})"
208,Daisy Miller,"frozenset({'James, Henry'})"
20900,English Past and Present,"frozenset({'Trench, Richard Chenevix'})"
20901,In Apple-Blossom Time,"frozenset({'Burnham, Clara Louise'})"
20902,The Clyde Mystery,"frozenset({'Lang, Andrew'})"
20903,Northern Nut Growers Association Report of the Proceedings at the Twenty-Fifth Annual Meeting,frozenset()
20904,The Right Stuff,"frozenset({'Hay, Ian'})"
20906,"The Journal of Negro History, Volume 3, 1918",frozenset({'Various'})
20907,"The Best of the World's Classics,  Restricted to prose. Volume I (of X) - Greece",frozenset()
20909,Under the Tree,"frozenset({'Roberts, Elizabeth Madox'})"
20910,South American Fights and Fighters,"frozenset({'Brady, Cyrus Townsend'})"
20911,The Rose of Old St. Louis,"frozenset({'Dillon, Mary (Mary C. Johnson)'})"
20912,The Daffodil Mystery,"frozenset({'Wallace, Edgar'})"
20913,A Woman's Journey through the Philippines,"frozenset({'Russel, Florence Kimball'})"
20914,A Window in Thrums,"frozenset({'Barrie, J. M. (James Matthew)'})"
20916,The Arabian Nights,frozenset()
20917,"The Cultivation of The Native Grape, and Manufacture of American Wines","frozenset({'Husmann, George'})"
20918,Auld Licht Idylls,"frozenset({'Barrie, J. M. (James Matthew)'})"
20919,The Status Civilization,"frozenset({'Sheckley, Robert'})"
20920,Morale,"frozenset({'Leinster, Murray'})"
20921,Adventures in the Arts,"frozenset({'Hartley, Marsden'})"
20922,The Young Treasure Hunter,"frozenset({'Webster, Frank V.'})"
20923,A Negro Explorer at the North Pole,"frozenset({'Henson, Matthew Alexander'})"
20924,Ely Cathedral,frozenset({'Anonymous'})
20925,"History of the United States, Vol. I (of VI)","frozenset({'Andrews, Elisha Benjamin'})"
20926,The Register of Ratlinghope,frozenset()
20927,A Critical Exposition of the Popular 'Jihad',frozenset({'Cherágh Ali'})
20928,"Three Months in the Southern States, April-June 1863","frozenset({'Fremantle, Arthur James Lyon, Sir'})"
20929,Little Novels of Italy,"frozenset({'Hewlett, Maurice'})"
2092," The Writings of Samuel Adams, volume II (1770 - 1773)","frozenset({'Adams, Samuel'})"
20932,Advice to a Young Man upon First Going to Oxford,"frozenset({'Berens, Edward'})"
20933,"The Natural History of Selborne, Vol. 1","frozenset({'White, Gilbert'})"
20934,"The Natural History of Selborne, Vol. 2","frozenset({'White, Gilbert'})"
20935,The Substance of a Dream ,"frozenset({'Bain, F. W. (Francis William)'})"
20936,The New Society,"frozenset({'Rathenau, Walther'})"
20938,"""Stops""","frozenset({'Allardyce, Paul'})"
20939,The Song of the Exile--A Canadian Epic,"frozenset({'Skeats, Wilfred S.'})"
20941,American Lutheranism,"frozenset({'Bente, F. (Friedrich)'})"
20945,Patty Blossom,"frozenset({'Wells, Carolyn'})"
20946,Memoirs of the Jacobites of 1715 and 1745.,"frozenset({'Thomson, A. T., Mrs.'})"
20947,Memoirs of the Jacobites of 1715 and 1745,"frozenset({'Thomson, A. T., Mrs.'})"
20948,Memoirs of the Jacobites of 1715 and 1745,"frozenset({'Thomson, A. T., Mrs.'})"
2094,"The Original Writings of Samuel Adams, Volume 4","frozenset({'Adams, Samuel'})"
20952,A Jolly Jingle-Book,frozenset()
20953,By the Christmas Fire,"frozenset({'Crothers, Samuel McChord'})"
20954,"Notes and Queries, No. 179. Saturday, April 2, 1853.",frozenset({'Various'})
20955,"The International Monthly Magazine, Volume 5, No. 1, January, 1852",frozenset({'Various'})
20956,"In The Yule-Log Glow, Vol. IV (of IV)","frozenset({'Morris, Harrison S. (Harrison Smith)'})"
20958,Life in the Medieval University,"frozenset({'Rait, Robert S. (Robert Sangster)'})"
20959,Mexico,"frozenset({'Enock, C. Reginald (Charles Reginald)'})"
2095,Clotelle: a Tale of the Southern States,"frozenset({'Brown, William Wells'})"
20961,The Masques of Ottawa,"frozenset({'Bridle, Augustus'})"
20962,Sandman's Goodnight Stories,"frozenset({'Walker, Abbie Phillips'})"
20963,Grandmother Dear,"frozenset({'Molesworth, Mrs.'})"
20967,The New Guide to Peterborough Cathedral,"frozenset({'Phillips, George S. (George Searle)'})"
2096,A Smaller History of Greece,"frozenset({'Smith, William'})"
20978,A Hungarian Nabob,"frozenset({'Jókai, Mór'})"
20979,Brother Copas,"frozenset({'Quiller-Couch, Arthur'})"
20980,"A Survey of Russian Literature, with Selections","frozenset({'Hapgood, Isabel Florence'})"
20981,Tristram of Blent,"frozenset({'Hope, Anthony'})"
20982,Memoirs of the Courts and Cabinets of George the Third,"frozenset({'Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of'})"
20983,Robert Hardy's Seven Days,"frozenset({'Sheldon, Charles M.'})"
20984,Prudy Keeping House,"frozenset({'May, Sophie'})"
20985,The Banner Boy Scouts on a Tour,"frozenset({'Warren, George A.'})"
20986,Tom Slade with the Colors,"frozenset({'Fitzhugh, Percy Keese'})"
20987,Story of the War in South Africa,"frozenset({'Mahan, A. T. (Alfred Thayer)'})"
20988,Islands of Space,"frozenset({'Campbell, John W., Jr. (John Wood)'})"
20989,'A Comedy of Errors' in Seven Acts,frozenset({'Spokeshave'})
2098,A Thief in the Night,"frozenset({'Hornung, E. W. (Ernest William)'})"
20990,London and the Kingdom - Volume II,"frozenset({'Sharpe, Reginald R. (Reginald Robinson)'})"
20991,Follow My leader,"frozenset({'Reed, Talbot Baines'})"
20992,"Tom, Dick and Harry","frozenset({'Reed, Talbot Baines'})"
20993,Sir Ludar,"frozenset({'Reed, Talbot Baines'})"
20994,Kilgorman,"frozenset({'Reed, Talbot Baines'})"
20995,Fighting in France,"frozenset({'Kay, Ross'})"
20996,An Epoch in History,"frozenset({'Eley, P. H. (Peter Harden)'})"
20997,The Nuernberg Stove,frozenset({'Ouida'})
2099,History of the Moravian Church,"frozenset({'Hutton, J. E. (Joseph Edmund)'})"
209,The Turn of the Screw,"frozenset({'James, Henry'})"
20,Paradise Lost,"frozenset({'Milton, John'})"
21002,The Writings of Thomas Jefferson,"frozenset({'Jefferson, Thomas'})"
21003,Bell's Cathedrals: The Cathedral Church of Ely,"frozenset({'Sweeting, W. D. (Walter Debenham)'})"
21004,The Singing Mouse Stories,"frozenset({'Hough, Emerson'})"
21005,Shorty McCabe on the Job,"frozenset({'Ford, Sewell'})"
21006,The Governments of Europe,"frozenset({'Ogg, Frederic Austin'})"
21007,The Bird Study Book,"frozenset({'Pearson, T. Gilbert (Thomas Gilbert)'})"
21008,The Boy With the U. S. Fisheries,"frozenset({'Rolt-Wheeler, Francis'})"
21009,"The Atlantic Monthly, Volume 17, No. 100, February, 1866",frozenset({'Various'})
21010,"Chambers's Edinburgh Journal, No. 444",frozenset({'Various'})
21012,"The Loyalists of America and Their Times, Vol. 1 of 2","frozenset({'Ryerson, Egerton'})"
21014,Wonder-Box Tales,"frozenset({'Ingelow, Jean'})"
21015,The Adventures of Jimmy Skunk,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
21019,At the Deathbed of Darwinism,"frozenset({'Dennert, Eberhard'})"
2101,"History Of Friedrich II. of Prussia, Vol. I. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21020,The Little Clay Cart,frozenset({'Sudraka'})
21022,Lessons on Soil,"frozenset({'Russell, Edward J. (Edward John), Sir'})"
21024,The Angels' Song,"frozenset({'Guthrie, Thomas'})"
21025,The Village Wife's Lament,"frozenset({'Hewlett, Maurice'})"
21027,"The Trial of Charles Random de Berenger, Sir Thomas Cochrane,",frozenset()
21028,"Punch, or the London Charivari, Volume 103, December 17, 1892",frozenset({'Various'})
21029,The New Morning,"frozenset({'Noyes, Alfred'})"
2102,"History Of Friedrich II. of Prussia, Vol, II. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21032,Exercises in Knitting,"frozenset({'Mee, Cornelia'})"
21033,Sketch of the Mythology of the North American Indians,"frozenset({'Powell, John Wesley'})"
21034,The Corner House Girls at School,"frozenset({'Hill, Grace Brooks'})"
21035,The Adventures of a Three-Guinea Watch,"frozenset({'Reed, Talbot Baines'})"
21036,My Friend Smith,"frozenset({'Reed, Talbot Baines'})"
21037,The Cock-House at Fellsgarth,"frozenset({'Reed, Talbot Baines'})"
21038,A Dog with a Bad Name,"frozenset({'Reed, Talbot Baines'})"
21039,Boycotted,"frozenset({'Reed, Talbot Baines'})"
2103,"History Of Friedrich II. of Prussia, Vol. III. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21040,Brazilian Tales,"frozenset({'Albuquerque, Medeiros e', 'Coelho Netto, Henrique', 'Machado de Assis', 'Dolores, Carmen'})"
21041,Seen and Unseen,"frozenset({'Bates, E. Katherine (Emily Katherine)'})"
21042,"Roger Ingleton, Minor","frozenset({'Reed, Talbot Baines'})"
21043,Reginald Cruden,"frozenset({'Reed, Talbot Baines'})"
21044,The Willoughby Captains,"frozenset({'Reed, Talbot Baines'})"
21045,Education and the Higher Life,"frozenset({'Spalding, John Lancaster'})"
21046,Story Hour Readings: Seventh Year,"frozenset({'Hartwell, E. C. (Ernest Clark)'})"
21047,"The Nursery, No. 109, January, 1876, Vol. XIX.",frozenset({'Various'})
21048,Just Patty,"frozenset({'Webster, Jean'})"
21049,The Curlytops and Their Pets,"frozenset({'Garis, Howard Roger'})"
2104,"History Of Friedrich II. of Prussia, Volume IV. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21050,The Master of the Shell,"frozenset({'Reed, Talbot Baines'})"
21051,Skylark Three,"frozenset({'Smith, E. E. (Edward Elmer)'})"
21052,The Pirate Shark,"frozenset({'Whitney, Elliott'})"
21054,People's Handy Atlas of the World,frozenset()
21055,A Mating in the Wilds,"frozenset({'Binns, Ottwell'})"
21056,Among the Great Masters of Music,"frozenset({'Rowlands, Walter'})"
21057,The Log of the Flying Fish,"frozenset({'Collingwood, Harry'})"
21058,The Strange Adventures of Eric Blackburn,"frozenset({'Collingwood, Harry'})"
21059,The Adventures of Dick Maitland,"frozenset({'Collingwood, Harry'})"
2105,"History Of Friedrich II. of Prussia, Volume V. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21060,The Congo Rovers,"frozenset({'Collingwood, Harry'})"
21061,Under the Chilian Flag,"frozenset({'Collingwood, Harry'})"
21062,The Cruise of the Nonsuch Buccaneer,"frozenset({'Collingwood, Harry'})"
21063,The Missing Merchantman,"frozenset({'Collingwood, Harry'})"
21064,A Middy in Command,"frozenset({'Collingwood, Harry'})"
21065,The Log of a Privateersman,"frozenset({'Collingwood, Harry'})"
21066,Harry Escombe,"frozenset({'Collingwood, Harry'})"
21067,Overdue,"frozenset({'Collingwood, Harry'})"
21068,Under the Meteor Flag,"frozenset({'Collingwood, Harry'})"
21069,For Treasure Bound,"frozenset({'Collingwood, Harry'})"
2106,"History Of Friedrich II. of Prussia, Vol. VI. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21070,A Middy of the Slave Squadron,"frozenset({'Collingwood, Harry'})"
21071,The Rover's Secret,"frozenset({'Collingwood, Harry'})"
21072,The Pirate Island,"frozenset({'Collingwood, Harry'})"
21073,A Pirate of the Caribbees,"frozenset({'Collingwood, Harry'})"
21074,Afloat on the Flood,"frozenset({'Leslie, Lawrence J.'})"
21075,The Cruise of the Thetis,"frozenset({'Collingwood, Harry'})"
21077,The Mind and the Brain,"frozenset({'Binet, Alfred'})"
21078,The Tale of Miss Kitty Cat,"frozenset({'Bailey, Arthur Scott'})"
21079,The Trawler,"frozenset({'Connolly, James B. (James Brendan)'})"
2107,"History Of Friedrich II. of Prussia, Vol. VII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21080,The Astral Plane,"frozenset({'Leadbeater, C. W. (Charles Webster)'})"
21081,"Scientific  American, Volume XLIII., No. 25, December 18, 1880",frozenset({'Various'})
21084,Jokes For All Occasions,frozenset({'Anonymous'})
21085,The Wreck of the Nancy Bell,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21086,The Penang Pirate,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21087,The Ghost Ship,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21088,The White Squall,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21089,Young Tom Bowling,"frozenset({'Hutcheson, John C. (John Conroy)'})"
2108,"History Of Friedrich II. of Prussia, Vol. VIII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21090,Brief History of English and American Literature,"frozenset({'Beers, Henry A. (Henry Augustin)'})"
21091,"The Life of William Ewart Gladstone, Vol. 1 (of 3)","frozenset({'Morley, John'})"
21092,On the Trail of the Space Pirates,"frozenset({'Rockwell, Carey'})"
21093,"The Journal of Negro History, Volume 4, 1919",frozenset({'Various'})
21094,The Girl in the Golden Atom,"frozenset({'Cummings, Ray'})"
21095,"She and I, Volume 1","frozenset({'Hutcheson, John C. (John Conroy)'})"
21096,"She and I, Volume 2","frozenset({'Hutcheson, John C. (John Conroy)'})"
21097,Tom Finch's Monkey,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21098,The Independence of Claire,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21099,More About Peggy,"frozenset({'Vaizey, George de Horne, Mrs.'})"
2109,"History of Friedrich II. of Prussia, Vol. IX. (of XXI.)","frozenset({'Carlyle, Thomas'})"
210,An International Episode,"frozenset({'James, Henry'})"
21101,Pixie O'Shaughnessy,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21102,Tom and Some Other Girls,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21103,Sisters Three,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21104,Afloat at Last,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21105,Teddy,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21106,Bob Strong's Holidays,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21107,On Board the Esmeralda,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21108,Fritz and Eric,"frozenset({'Hutcheson, John C. (John Conroy)'})"
21109,Big Game,"frozenset({'Vaizey, George de Horne, Mrs.'})"
2110,"History of Friedrich II. of Prussia, Vol. X. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21110,A College Girl,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21111,Wild Nature Won By Kindness,"frozenset({'Brightwen, Mrs. (Eliza Elder)'})"
21112,The Causes of the Corruption of the Traditional Text of the Holy Gospels,"frozenset({'Burgon, John William'})"
21113,Wild Bill's Last Trail,"frozenset({'Buntline, Ned'})"
21114,Heroes of Modern Europe,"frozenset({'Birkhead, Alice'})"
21116,The Easiest Way,"frozenset({'Hornblow, Arthur', 'Walter, Eugene'})"
21117,Betty Trevor,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21118,Etheldreda the Ready,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21119,Flaming June,"frozenset({'Vaizey, George de Horne, Mrs.'})"
2111,"History of Friedrich II. of Prussia, Vol. XI. (of XXI.)","frozenset({'Carlyle, Thomas'})"
2111,DICTIONARY and many other deserving Books; here is the precise Title:,"frozenset({'Carlyle, Thomas'})"
21120,The Fortunes of the Farrells,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21121,A Houseful of Girls,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21122,More about Pixie,"frozenset({'Vaizey, George de Horne, Mrs.'})"
21123,English Literature and Society in the Eighteenth Century,"frozenset({'Stephen, Leslie'})"
21125,The Boy Patriot,"frozenset({'Ellis, Edward Sylvester'})"
21126,"Chambers's Edinburgh Journal, No. 447",frozenset({'Various'})
21127,The Mystics,"frozenset({'Thurston, Katherine Cecil'})"
21128,"Twenty Years of Congress, Vol. 1 (of 2)","frozenset({'Blaine, James Gillespie'})"
21129,The Heart of Una Sackville,"frozenset({'Vaizey, George de Horne, Mrs.'})"
2112,"History of Friedrich II. of Prussia, Vol. XII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21130,Book of Wise Sayings,"frozenset({'Clouston, W. A. (William Alexander)'})"
21131,Amos Huntingdon,"frozenset({'Wilson, Theodore P.'})"
21132,Frank Oldfield,"frozenset({'Wilson, Theodore P.'})"
21133,True to his Colours,"frozenset({'Wilson, Theodore P.'})"
21134,Working in the Shade,"frozenset({'Wilson, Theodore P.'})"
21135,Nearly Lost but Dearly Won,"frozenset({'Wilson, Theodore P.'})"
21136,For Fortune and Glory,"frozenset({'Hough, Lewis'})"
21137,Parkhurst Boys,"frozenset({'Reed, Talbot Baines'})"
21138,Love's Meinie,"frozenset({'Ruskin, John'})"
2113,"History of Friedrich II. of Prussia, Vol. XIII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
2114,"History of Friedrich II. of Prussia, Vol. XIV. (of XXI.)","frozenset({'Carlyle, Thomas'})"
2115,"History of Friedrich II. of Prussia, Vol. XV. (of XXI.)","frozenset({'Carlyle, Thomas'})"
2116,"History of Friedrich II. of Prussia, Vol. XVI. (of XXI.)","frozenset({'Carlyle, Thomas'})"
2117,"History of Friedrich II. of Prussia, Vol. XVII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21187,Dr. Jolliffe's Boys,"frozenset({'Hough, Lewis'})"
21188,Tom Swift and His Giant Telescope,"frozenset({'Appleton, Victor'})"
21189,"Aesop, in Rhyme","frozenset({'Park, Marmaduke', 'Aesop'})"
2118,"History of Friedrich II. of Prussia, Vol. XVIII. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21190,Expositions of Holy Scripture,"frozenset({'Maclaren, Alexander'})"
21193,"Chambers's Edinburgh Journal, No. 448",frozenset({'Various'})
21196,Little Masterpieces of American Wit and Humor,frozenset()
21198,"Anecdotes of Painters, Engravers, Sculptors  and Architects, and Curiosities of Art, (Vol. 2 of 3)","frozenset({'Spooner, Shearjashub'})"
2119,"History of Friedrich II. of Prussia, Vol. XIX. (of XXI.)","frozenset({'Carlyle, Thomas'})"
211,The Aspern Papers,"frozenset({'James, Henry'})"
21200,"The Letters of Cicero, Volume 1","frozenset({'Cicero, Marcus Tullius'})"
21201,Journal of a Voyage to Brazil,"frozenset({'Callcott, Maria, Lady'})"
21202,Fighting the Whales,"frozenset({'Ballantyne, R. M. (Robert Michael)'})"
21203,The Tale of Grandfather Mole,"frozenset({'Bailey, Arthur Scott'})"
21204,The Recent Revolution in Organ Building,"frozenset({'Miller, George Laing'})"
21205,The Gold Trail,"frozenset({'Bindloss, Harold'})"
21206,The Romany Rye,"frozenset({'Borrow, George'})"
21208,Among the Sioux,"frozenset({'Creswell, R. J. (Robert J.)'})"
2120,"History of Friedrich II. of Prussia, Vol. XX. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21210,"Thomas Davis, Selections from his Prose and Poetry","frozenset({'Davis, Thomas Osborne'})"
21211,Silverpoints,"frozenset({'Gray, John'})"
21212,"The Lives of the Painters, Sculptors & Architects, Volume 1 (of 8)","frozenset({'Vasari, Giorgio'})"
21213,New Ideals in Rural Schools,"frozenset({'Betts, George Herbert'})"
21214,The Law and Lawyers of Pickwick,"frozenset({'Lockwood, Frank, Sir'})"
21216,"Catharine's Peril, or The Little Russian Girl Lost in a Forest","frozenset({'Bewsher, M. E., Mrs.'})"
21217,The One Moss-Rose,"frozenset({'Power, Philip Bennett'})"
21218,"Mayfair, Belgravia, and Bayswater","frozenset({'Mitton, G. E. (Geraldine Edith)'})"
21219,A Voice in the Wilderness,"frozenset({'Hill, Grace Livingston'})"
2121,"History of Friedrich II. of Prussia, Vol. XXI. (of XXI.)","frozenset({'Carlyle, Thomas'})"
21220,"Notes and Queries, Number 180,  April 9, 1853",frozenset({'Various'})
21222,The Armourer's Prentices,"frozenset({'Yonge, Charlotte M. (Charlotte Mary)'})"
21223,The Carbonels,"frozenset({'Yonge, Charlotte M. (Charlotte Mary)'})"
21224,The Dyeing of Cotton Fabrics,"frozenset({'Beech, Franklin'})"
21225,"Scientific American Supplement, No. 1157, March 5, 1898",frozenset({'Various'})
21226,Christie Redfern's Troubles,"frozenset({'Robertson, Margaret M. (Margaret Murray)'})"
21227,Shenac's Work at Home,"frozenset({'Robertson, Margaret M. (Margaret Murray)'})"
21228,White Lilac; or the Queen of the May,"frozenset({'Walton, Amy'})"
21229,Thistle and Rose,"frozenset({'Walton, Amy'})"
2122,"History of Friedrich II. of Prussia, Appendix","frozenset({'Carlyle, Thomas'})"
21230,Susan,"frozenset({'Walton, Amy'})"
21231,Penelope and the Others,"frozenset({'Walton, Amy'})"
21232,The Hawthorns,"frozenset({'Walton, Amy'})"
21233,All's Well,"frozenset({'Holt, Emily Sarah'})"
21234,The Gold that Glitters,"frozenset({'Holt, Emily Sarah'})"
21235,The Maidens' Lodge,"frozenset({'Holt, Emily Sarah'})"
21236,The Boy Hunters,"frozenset({'Reid, Mayne'})"
21237,The Bush Boys,"frozenset({'Reid, Mayne'})"
21238,The Castaways,"frozenset({'Reid, Mayne'})"
21239,The Cliff Climbers,"frozenset({'Reid, Mayne'})"
2123,The Crime of Sylvestre Bonnard,"frozenset({'France, Anatole'})"
21240,The Lone Ranche,"frozenset({'Reid, Mayne'})"
21241,The Rifle Rangers,"frozenset({'Reid, Mayne'})"
21242,On the Irrawaddy,"frozenset({'Henty, G. A. (George Alfred)'})"
21243,The Madigans,"frozenset({'Michelson, Miriam'})"
21244,By Canoe and Dog-Train,"frozenset({'Young, Egerton Ryerson'})"
21245,Three Boys in the Wild North Land,"frozenset({'Young, Egerton Ryerson'})"
21246,Winter Adventures of Three Boys,"frozenset({'Young, Egerton Ryerson'})"
21247,Browning's Heroines,"frozenset({'Mayne, Ethel Colburn'})"
21248,The Little Colonel: Maid of Honor,"frozenset({'Johnston, Annie F. (Annie Fellows)'})"
21249,Clayhanger,"frozenset({'Bennett, Arnold'})"
2124,Record of Buddhistic Kingdoms,frozenset({'Faxian'})
21250,Sir Walter Scott,"frozenset({'Ker, W. P. (William Paton)'})"
21251,The Jefferson-Lemen Compact,"frozenset({'MacNaul, Willard C. (Willard Carey)'})"
21252,The Practical Distiller,"frozenset({'McHarry, Samuel'})"
21253,The Swedish-Norwegian Union Crisis,"frozenset({'Nordlund, Karl'})"
21254,In Africa,"frozenset({'McCutcheon, John T. (John Tinney)'})"
21255,The Eagle's Heart,"frozenset({'Garland, Hamlin'})"
21256,Travels through the South of France and the Interior of Provinces of Provence and Languedoc in the Years 1807 and 1808,"frozenset({'Pinkney, lieutenant-colonel (Ninian)'})"
21258,Devil-Worship in France,"frozenset({'Waite, Arthur Edward'})"
21259,The Black Cross,"frozenset({'Briggs, Olive M. (Olive Mary)'})"
21260,"Canada and the Canadians, Vol. 2","frozenset({'Bonnycastle, Richard Henry, Sir'})"
21261,The Attempted Assassination of ex-President Theodore Roosevelt,"frozenset({'Remey, Oliver E.', 'Cochems, Henry F. (Henry Frederick)', 'Bloodgood, Wheeler P.'})"
21262,"The Works of Christopher Marlowe, Vol. 3 (of 3)","frozenset({'Marlowe, Christopher'})"
21263,"On the Old Road, Vol. 2 (of 2)","frozenset({'Ruskin, John'})"
21264,The Four Pools Mystery,"frozenset({'Webster, Jean'})"
21266,Bird Day; How to prepare for it,"frozenset({'Babcock, Charles Almanzo'})"
21267,Our American Holidays: Lincoln's Birthday,frozenset()
21268,The Search for the Silver City,"frozenset({'Otis, James'})"
2126,The Quest of the Sacred Slipper,"frozenset({'Rohmer, Sax'})"
21270,Five Hundred Dollars,"frozenset({'Alger, Horatio, Jr.'})"
21271,"Chocolate: or, An Indian Drinke","frozenset({'Colmenero de Ledesma, Antonio'})"
21272,The Bibliotaph,"frozenset({'Vincent, Leon H. (Leon Henry)'})"
